Purchase ID,SN,Age,Gender,Item ID,Item Name,Price,Age Demo
172,Tyirinu79,21,Male,65,Conqueror Adamantite Mace,4.24,20-24
173,Fironon91,30,Male,5,Putrid Fan,4.08,35-39
174,Lassjask63,30,Male,144,Blood Infused Guardian,1.94,35-39
175,Indcil77,17,Male,103,Singed Scalpel,4.35,15-19
176,Chamimla73,17,Male,157,"Spada, Etcher of Hatred",4.8,15-19
177,Syathe73,30,Female,135,Warped Diamond Crusader,1.4,35-39
179,Mindista32,24,Male,59,"Lightning, Etcher of the King",4.23,20-24
180,Saena74,24,Male,95,Singed Onyx Warscythe,4.74,20-24
181,Marirrasta50,16,Male,51,Endbringer,4.66,15-19
183,Aenarap34,21,Male,15,Soul Infused Crystal,2.96,20-24
184,Aisur51,28,Male,32,Orenmir,1.14,35-39
185,Thrientossa55,20,Male,150,Deathraze,2.85,15-19
187,Tyeurith29,8,Male,11,Brimstone,3.65,<10
190,Lisadar44,27,Male,69,"Frenzy, Defender of the Harvest",1.98,35-39
191,Frichjask31,23,Male,87,"Deluge, Edge of the West",4.43,20-24
192,Lisjaskya84,25,Male,98,"Deadline, Voice Of Subtlety",2.89,20-24
193,Ristydru66,27,Male,62,Piece Maker,1.87,35-39
194,Frichast28,20,Male,73,Ritual Mace,2.05,15-19
195,Minduri31,39,Male,113,Solitude's Reaver,4.07,30-34
196,Maradaran90,35,Female,9,"Thorn, Conqueror of the Corrupted",2.73,25-29
197,Mindetosya30,24,Male,37,"Shadow Strike, Glory of Ending Hope",3.16,20-24
200,Pheusrical25,23,Male,114,Yearning Mageblade,3.82,20-24
206,Haisurra41,20,Female,78,"Glimmer, Ender of the Moon",4.4,15-19
208,Qilanrion65,37,Male,105,Hailstorm Shadowsteel Scythe,3.03,30-34
209,Eulasuir89,22,Male,162,Abyssal Shard,2.67,20-24
211,Eosrirgue62,17,Male,120,Agatha,3.08,15-19
212,Shaidanu32,23,Male,159,"Oathbreaker, Spellblade of Trials",3.08,20-24
213,Lirtastan49,29,Male,2,Verdict,2.48,35-39
216,Tyeudariasuir90,21,Male,136,Ghastly Adamantite Protector,3.58,20-24
217,Cosadar58,38,Male,25,Hero Cane,4.35,30-34
219,Aidai53,19,Male,57,"Despair, Favor of Due Diligence",4.6,15-19
220,Jiskjask85,40,Male,46,Hopeless Ebon Dualblade,1.33,30-34
221,Ealrion88,30,Male,175,Woeful Adamantite Claymore,4.48,35-39
225,Tyaenasti87,24,Female,154,Feral Katana,4.4,20-24
226,Alim85,25,Male,54,Eternal Cleaver,2.5,20-24
227,Haeladil46,18,Male,24,Warped Fetish,3.81,15-19
228,Jiskirran77,20,Other / Non-Disclosed,80,Dreamsong,3.39,15-19
229,Undosia27,17,Male,72,Winter's Bite,3.77,15-19
230,Peorith44,24,Male,102,Avenger,3.44,20-24
231,Yarithsurgue62,26,Male,139,"Mercy, Katana of Dismay",4.94,35-39
233,Taeduenu92,19,Female,66,Victor Iron Spikes,4.4,15-19
235,Rairin89,24,Male,163,Thunderfury Scimitar,3.45,20-24
236,Aerithriaphos46,16,Male,107,"Splitter, Foe Of Subtlety",2.18,15-19
241,Undilsan50,22,Male,10,Sleepwalker,1.79,20-24
242,Eodaisu60,16,Other / Non-Disclosed,39,"Betrayal, Whisper of Grieving Widows",3.94,15-19
243,Quaranmol58,24,Male,83,Lifebender,3.33,20-24
246,Lirtilsa71,24,Male,139,"Mercy, Katana of Dismay",4.94,20-24
248,Isursuir31,44,Male,137,"Aetherius, Boon of the Blessed",3.39,40+
250,Saerallora71,23,Male,87,"Deluge, Edge of the West",4.43,20-24
252,Tyaelo67,39,Male,92,Final Critic,4.88,30-34
254,Quanunwen42,23,Female,94,Mourning Blade,3.49,20-24
257,Yasur35,26,Male,175,Woeful Adamantite Claymore,4.48,35-39
258,Assehoan67,26,Male,149,"Tranquility, Razor of Black Magic",1.75,35-39
259,Haellysu29,20,Male,72,Winter's Bite,3.77,15-19
260,Saida58,16,Male,70,Hope's End,1.03,15-19
262,Chamadar79,15,Male,172,Blade of the Grave,3.14,10-14
263,Aeral43,24,Male,78,"Glimmer, Ender of the Moon",4.4,20-24
265,Lirtirra37,25,Male,172,Blade of the Grave,3.14,20-24
269,Lassassast73,15,Male,18,"Torchlight, Bond of Storms",4.65,10-14
271,Heollyra92,22,Male,166,Thirsty Iron Reaver,3.07,20-24
277,Ennalmol65,24,Male,92,Final Critic,4.88,20-24
279,Yarithrgue83,20,Male,163,Thunderfury Scimitar,3.45,15-19
280,Yana46,20,Female,16,Restored Bauble,3.55,15-19
281,Sondimla25,19,Male,68,"Storm-Weaver, Slayer of Inception",4.32,15-19
282,Aidai61,21,Male,155,War-Forged Gold Deflector,1.01,20-24
283,Wailin72,21,Female,9,"Thorn, Conqueror of the Corrupted",2.73,20-24
284,Firan91,24,Male,128,"Blazeguard, Reach of Eternity",4.91,20-24
285,Alaesu91,26,Male,163,Thunderfury Scimitar,3.45,35-39
286,Aellynun67,25,Male,153,Mercenary Sabre,3.74,20-24
287,Rilaera56,20,Male,5,Putrid Fan,4.08,15-19
295,Alaephos75,23,Male,52,Hatred,4.84,20-24
296,Syalollorap93,22,Female,65,Conqueror Adamantite Mace,4.24,20-24
298,Minduli80,25,Male,110,Suspension,1.44,20-24
300,Chanastya70,22,Male,136,Ghastly Adamantite Protector,3.58,20-24
303,Aeri84,24,Male,71,Demise,1.61,20-24
304,Iasursti71,24,Male,181,Reaper's Toll,1.66,20-24
306,Mindilsa34,24,Female,38,"The Void, Vengeance of Dark Magic",2.37,20-24
307,Chamastya76,34,Male,53,Vengeance Cleaver,2.05,25-29
308,Undirra73,34,Male,98,"Deadline, Voice Of Subtlety",2.89,25-29
314,Ialidru40,24,Male,37,"Shadow Strike, Glory of Ending Hope",3.16,20-24
316,Tyalaesu89,25,Male,15,Soul Infused Crystal,2.96,20-24
317,Tyidainu31,18,Female,3,Phantomlight,2.49,15-19
324,Aerithnucal56,15,Male,154,Feral Katana,4.4,10-14
326,Lisossa46,25,Male,54,Eternal Cleaver,2.5,20-24
327,Layjask75,22,Female,17,"Lazarus, Terror of the Earth",1.7,20-24
328,Lisista63,17,Male,152,Darkheart,1.74,15-19
329,Ceoral34,20,Male,145,Fiery Glass Crusader,4.58,15-19
330,Hilaerin92,23,Male,167,"Malice, Legacy of the Queen",3.61,20-24
332,Undassa89,25,Male,161,Devine,1.76,20-24
333,Iduenu77,17,Female,114,Yearning Mageblade,3.82,15-19
334,Lisosia66,21,Male,11,Brimstone,3.65,20-24
335,Undimsya85,33,Male,67,"Celeste, Incarnation of the Corrupted",3.46,25-29
336,Phaedue89,22,Female,45,Glinting Glass Edge,3.85,20-24
340,Yastyriaphos75,22,Male,41,Orbit,4.75,20-24
341,Hiasurria41,41,Male,71,Demise,1.61,40+
342,Palatyon26,21,Male,38,"The Void, Vengeance of Dark Magic",2.37,20-24
344,Qilalista41,23,Male,19,"Pursuit, Cudgel of Necromancy",1.02,20-24
350,Rairith81,15,Other / Non-Disclosed,34,Retribution Axe,2.22,10-14
353,Ryanara76,25,Male,174,Primitive Blade,3.47,20-24
354,Undista85,21,Male,163,Thunderfury Scimitar,3.45,20-24
355,Tyeoralru41,15,Male,140,Striker,2.94,10-14
358,Pheutherin27,24,Male,74,Yearning Crusher,4.18,20-24
359,Chadirra90,18,Male,73,Ritual Mace,2.05,15-19
361,Frichjaskan98,25,Male,19,"Pursuit, Cudgel of Necromancy",1.02,20-24
362,Malil90,22,Male,107,"Splitter, Foe Of Subtlety",2.18,20-24
364,Yarithllodeu72,22,Male,88,"Emberling, Defender of Delusions",3.75,20-24
365,Tyaedainu44,25,Male,43,Foul Edge,3.54,20-24
368,Ethron58,20,Male,3,Phantomlight,2.49,15-19
374,Saisrilis27,16,Male,85,Malificent Bag,1.75,15-19
375,Hallysucal81,25,Male,181,Reaper's Toll,1.66,20-24
376,Ilimya66,33,Male,59,"Lightning, Etcher of the King",4.23,25-29
377,Raysistast71,20,Male,11,Brimstone,3.65,15-19
378,Haedairiadru51,23,Male,96,Blood-Forged Skeletal Spine,3.09,20-24
379,Tyananurgue44,18,Male,100,Blindscythe,3.27,15-19
380,Risty84,25,Male,50,Dawn,4.6,20-24
381,Aerillorin70,16,Male,83,Lifebender,3.33,15-19
382,Phistyn52,24,Male,164,Exiled Doomblade,1.63,20-24
383,Yalo85,34,Male,11,Brimstone,3.65,25-29
385,Hiral75,22,Male,29,"Chaos, Ender of the End",1.98,20-24
386,Isursti83,21,Male,129,"Fate, Vengeance of Eternal Justice",1.54,20-24
388,Aeda94,17,Male,128,"Blazeguard, Reach of Eternity",4.91,15-19
391,Alarap40,18,Male,20,Netherbane,3.27,15-19
393,Hiarideu73,20,Male,54,Eternal Cleaver,2.5,15-19
394,Lassassasda30,12,Male,60,Wolf,3.54,10-14
395,Ennoncil86,17,Male,152,Darkheart,1.74,15-19
397,Eusri26,25,Male,100,Blindscythe,3.27,20-24
401,Lirtim36,15,Other / Non-Disclosed,46,Hopeless Ebon Dualblade,1.33,10-14
402,Heunadil74,23,Female,129,"Fate, Vengeance of Eternal Justice",1.54,20-24
403,Frichadar89,24,Male,162,Abyssal Shard,2.67,20-24
405,Aesurstilis64,25,Male,70,Hope's End,1.03,20-24
409,Lisotesta51,15,Female,144,Blood Infused Guardian,1.94,10-14
411,Lisico81,10,Male,101,Final Critic,4.19,<10
412,Lisiriya82,32,Male,86,Stormfury Lantern,2.27,25-29
413,Siana77,12,Male,93,Apocalyptic Battlescythe,1.97,10-14
414,Marokian45,23,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,20-24
420,Assesi91,23,Male,129,"Fate, Vengeance of Eternal Justice",1.54,20-24
423,Aisurria69,24,Male,10,Sleepwalker,1.79,20-24
425,Raisty38,15,Male,20,Netherbane,3.27,10-14
426,Ilista82,23,Male,32,Orenmir,1.14,20-24
429,Aiduesu86,22,Female,179,"Wolf, Promise of the Moonwalker",4.48,20-24
430,Frichynde86,15,Male,164,Exiled Doomblade,1.63,10-14
432,Hisridru55,18,Male,120,Agatha,3.08,15-19
433,Chamossa77,21,Male,156,Soul-Forged Steel Shortsword,1.77,20-24
434,Irillo49,20,Male,84,Arcane Gem,3.79,15-19
437,Frichosiala98,24,Female,43,Foul Edge,3.54,20-24
438,Qilunan34,23,Male,145,Fiery Glass Crusader,4.58,20-24
439,Quarrion42,22,Male,59,"Lightning, Etcher of the King",4.23,20-24
443,Iarallo65,26,Male,149,"Tranquility, Razor of Black Magic",1.75,35-39
444,Sondassasya91,21,Female,24,Warped Fetish,3.81,20-24
446,Chanossast57,7,Female,119,"Stormbringer, Dark Blade of Ending Misery",4.32,<10
448,Chanjask65,18,Female,68,"Storm-Weaver, Slayer of Inception",4.32,15-19
449,Ethralista69,13,Male,34,Retribution Axe,2.22,10-14
450,Sondistanya61,18,Female,35,Heartless Bone Dualblade,3.45,15-19
451,Eudanu32,15,Female,122,Unending Tyranny,2.85,10-14
453,Euthe35,24,Male,70,Hope's End,1.03,20-24
455,Lisossala30,20,Male,103,Singed Scalpel,4.35,15-19
457,Eulae84,25,Male,61,Ragnarok,3.87,20-24
458,Chamadarnya73,29,Male,166,Thirsty Iron Reaver,3.07,35-39
459,Eolan54,30,Male,129,"Fate, Vengeance of Eternal Justice",1.54,35-39
460,Assistasda90,25,Male,103,Singed Scalpel,4.35,20-24
462,Undirrasta89,20,Male,144,Blood Infused Guardian,1.94,15-19
464,Rianistast50,22,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,20-24
467,Adairialis76,16,Male,123,Twilight's Carver,2.28,15-19
468,Aesur96,23,Male,30,Stormcaller,2.21,20-24
470,Arirgue63,29,Male,4,Bloodlord's Fetish,1.7,35-39
471,Sundadarla27,23,Male,122,Unending Tyranny,2.85,20-24
473,Eyircil84,21,Male,25,Hero Cane,4.35,20-24
474,Ina92,31,Male,145,Fiery Glass Crusader,4.58,25-29
476,Marassa62,21,Male,103,Singed Scalpel,4.35,20-24
477,Mindossa76,41,Male,173,Stormfury Longsword,4.93,40+
480,Salilis27,40,Male,59,"Lightning, Etcher of the King",4.23,30-34
481,Sondossa69,7,Male,179,"Wolf, Promise of the Moonwalker",4.48,<10
482,Sundjask71,32,Female,77,"Piety, Guardian of Riddles",4.0,25-29
485,Errian63,26,Female,94,Mourning Blade,3.49,35-39
487,Raillydeu47,14,Male,93,Apocalyptic Battlescythe,1.97,10-14
488,Malon70,23,Male,44,Bonecarvin Battle Axe,2.38,20-24
489,Jiskimsda56,28,Male,32,Orenmir,1.14,35-39
491,Marughi89,22,Male,22,Amnesia,2.18,20-24
492,Ingatcil75,23,Male,143,Frenzied Scimitar,1.56,20-24
493,Chanirrasta87,14,Male,139,"Mercy, Katana of Dismay",4.94,10-14
494,Alaesu77,30,Male,3,Phantomlight,2.49,35-39
495,Ermol76,24,Male,97,"Swan Song, Gouger Of Terror",2.5,20-24
496,Tyeuduen32,23,Male,79,"Alpha, Oath of Zeal",4.05,20-24
498,Firon67,35,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,25-29
499,Iadueria43,24,Male,99,"Expiration, Warscythe Of Lost Worlds",1.71,20-24
500,Pheulidil31,20,Male,100,Blindscythe,3.27,15-19
501,Eodairu79,32,Male,151,Severance,3.4,25-29
505,Thourdirra92,19,Male,110,Suspension,1.44,15-19
508,Iskim96,16,Male,7,"Thorn, Satchel of Dark Souls",1.33,15-19
510,Eulolis41,22,Male,162,Abyssal Shard,2.67,20-24
512,Sastydeu50,35,Male,169,"Interrogator, Blood Blade of the Queen",2.18,25-29
513,Ilaesudil92,25,Male,25,Hero Cane,4.35,20-24
514,Yasur85,21,Male,21,Souleater,1.1,20-24
516,Aidain51,39,Female,35,Heartless Bone Dualblade,3.45,30-34
517,Aerithnuphos61,39,Male,128,"Blazeguard, Reach of Eternity",4.91,30-34
518,Yalostiphos68,29,Male,160,Azurewrath,4.4,35-39
522,Meosridil82,18,Male,82,Nirvana,4.9,15-19
523,Aillyriadru65,24,Male,21,Souleater,1.1,20-24
524,Sally64,25,Female,46,Hopeless Ebon Dualblade,1.33,20-24
528,Isurria36,22,Female,19,"Pursuit, Cudgel of Necromancy",1.02,20-24
531,Lirtirra81,12,Male,143,Frenzied Scimitar,1.56,10-14
532,Eryon48,16,Male,21,Souleater,1.1,15-19
534,Iana95,10,Male,146,Warped Iron Scimitar,3.1,<10
537,Sondassan80,25,Male,112,Worldbreaker,2.6,20-24
538,Chanadar44,25,Male,141,Persuasion,3.19,20-24
539,Eosurdru76,11,Male,117,"Heartstriker, Legacy of the Light",1.79,10-14
540,Shidai42,29,Male,7,"Thorn, Satchel of Dark Souls",1.33,35-39
541,Aesri53,31,Male,161,Devine,1.76,25-29
545,Jiskadarst60,16,Male,66,Victor Iron Spikes,4.4,15-19
547,Malarrian73,18,Male,135,Warped Diamond Crusader,1.4,15-19
550,Ilunyon70,20,Male,60,Wolf,3.54,15-19
553,Yadam35,28,Male,2,Verdict,2.48,35-39
554,Dyally87,22,Male,63,Stormfury Mace,4.99,20-24
557,Frichaya88,42,Male,8,"Purgatory, Gem of Regret",3.93,40+
565,Assastnya25,20,Male,179,"Wolf, Promise of the Moonwalker",4.48,15-19
566,Ardonmol96,20,Male,31,Trickster,1.55,15-19
567,Lassirrasda85,20,Male,102,Avenger,3.44,15-19
570,Chadossa56,20,Male,69,"Frenzy, Defender of the Harvest",1.98,15-19
571,Poshilsa82,16,Male,165,Bone Crushing Silver Skewer,4.86,15-19
572,Yoishirrala98,17,Female,145,Fiery Glass Crusader,4.58,15-19
573,Sundista37,26,Male,156,Soul-Forged Steel Shortsword,1.77,35-39
576,Ilassa51,20,Male,34,Retribution Axe,2.22,15-19
577,Filurarn35,19,Male,128,"Blazeguard, Reach of Eternity",4.91,15-19
582,Irilis75,20,Male,19,"Pursuit, Cudgel of Necromancy",1.02,15-19
583,Aeralstical35,20,Male,49,"The Oculus, Token of Lost Worlds",2.96,15-19
586,Chanirra79,23,Female,155,War-Forged Gold Deflector,1.01,20-24
587,Assirra56,22,Male,141,Persuasion,3.19,20-24
589,Seolollo93,30,Male,106,Crying Steel Sickle,3.41,35-39
590,Iathem87,20,Male,141,Persuasion,3.19,15-19
591,Iasurriacal29,20,Male,113,Solitude's Reaver,4.07,15-19
592,Lisast98,22,Male,170,Shadowsteel,3.97,20-24
594,Filrion59,27,Male,89,"Blazefury, Protector of Delusions",4.64,35-39
600,Iskosian40,16,Male,166,Thirsty Iron Reaver,3.07,15-19
601,Ilastilis78,11,Male,93,Apocalyptic Battlescythe,1.97,10-14
605,Farrian71,18,Male,159,"Oathbreaker, Spellblade of Trials",3.08,15-19
607,Rithe53,15,Female,80,Dreamsong,3.39,10-14
610,Frichossala54,7,Male,159,"Oathbreaker, Spellblade of Trials",3.08,<10
611,Chamjaskya75,16,Male,176,Relentless Iron Skewer,2.84,15-19
613,Quanrion96,21,Female,159,"Oathbreaker, Spellblade of Trials",3.08,20-24
616,Tyaelaelis94,20,Male,78,"Glimmer, Ender of the Moon",4.4,15-19
619,Quanenrian83,15,Male,55,Vindictive Glass Edge,2.27,10-14
622,Chanirra64,25,Male,129,"Fate, Vengeance of Eternal Justice",1.54,20-24
625,Yadaisuir65,20,Male,133,Faith's Scimitar,4.09,15-19
626,Syathecal44,16,Male,75,Brutality Ivory Warmace,2.42,15-19
630,Aelaria33,23,Male,171,Scalpel,1.79,20-24
631,Assassa81,27,Male,137,"Aetherius, Boon of the Blessed",3.39,35-39
632,Filrion83,17,Male,160,Azurewrath,4.4,15-19
634,Eoral49,16,Male,103,Singed Scalpel,4.35,15-19
637,Airi27,24,Other / Non-Disclosed,163,Thunderfury Scimitar,3.45,20-24
638,Eurisuru25,24,Male,22,Amnesia,2.18,20-24
639,Liawista80,27,Male,86,Stormfury Lantern,2.27,35-39
641,Lisirra58,20,Female,49,"The Oculus, Token of Lost Worlds",2.96,15-19
642,Chamadarsda63,23,Male,127,"Heartseeker, Reaver of Souls",3.92,20-24
643,Haestyphos66,21,Male,93,Apocalyptic Battlescythe,1.97,20-24
645,Phaedasurap84,17,Male,114,Yearning Mageblade,3.82,15-19
646,Mindimnya67,23,Male,116,Renewed Skeletal Katana,4.18,20-24
647,Chadjask85,24,Male,61,Ragnarok,3.87,20-24
648,Eustyria89,39,Male,150,Deathraze,2.85,30-34
649,Iskim66,15,Male,67,"Celeste, Incarnation of the Corrupted",3.46,10-14
653,Chamast86,32,Female,53,Vengeance Cleaver,2.05,25-29
655,Lirtassan78,15,Male,20,Netherbane,3.27,10-14
656,Ethrasyon38,26,Male,115,Spectral Diamond Doomblade,2.04,35-39
658,Quilassa66,7,Female,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,<10
659,Lisassasda39,36,Male,140,Striker,2.94,30-34
662,Mindilsa60,21,Male,0,Splinter,1.28,20-24
663,Lalossa38,25,Male,72,Winter's Bite,3.77,20-24
664,Chamistast30,31,Male,47,"Alpha, Reach of Ending Hope",3.58,25-29
665,Hariphos58,17,Male,73,Ritual Mace,2.05,15-19
666,Assilsan72,20,Female,82,Nirvana,4.9,15-19
667,Inasuir29,40,Female,66,Victor Iron Spikes,4.4,30-34
668,Chanilsasda38,15,Male,40,Second Chance,2.52,10-14
672,Ililsan66,9,Male,122,Unending Tyranny,2.85,<10
673,Idacal95,30,Male,130,Alpha,2.07,35-39
674,Aeral68,43,Male,77,"Piety, Guardian of Riddles",4.0,40+
677,Tyarithn67,27,Male,32,Orenmir,1.14,35-39
680,Asty82,25,Male,96,Blood-Forged Skeletal Spine,3.09,20-24
681,Yalaeria91,33,Male,28,"Flux, Destroyer of Due Diligence",1.06,25-29
686,Chadjask77,8,Male,147,"Hellreaver, Heirloom of Inception",4.93,<10
687,Ealiril69,35,Male,78,"Glimmer, Ender of the Moon",4.4,25-29
692,Quaecjask96,9,Male,78,"Glimmer, Ender of the Moon",4.4,<10
693,Firatan58,23,Male,88,"Emberling, Defender of Delusions",3.75,20-24
696,Yarolwen77,30,Male,87,"Deluge, Edge of the West",4.43,35-39
697,Tyaelistidru84,19,Female,1,Crucifer,3.26,15-19
698,Yarithrin84,30,Female,58,"Freak's Bite, Favor of Holy Might",4.14,35-39
699,Tyaelly53,17,Female,130,Alpha,2.07,15-19
701,Phiristi62,25,Male,10,Sleepwalker,1.79,20-24
702,Ililsasya43,19,Male,12,Dawne,1.02,15-19
704,Undotesta33,18,Male,95,Singed Onyx Warscythe,4.74,15-19
705,Aelidru27,22,Male,183,Dragon's Greatsword,1.09,20-24
707,Maradarnya40,20,Male,38,"The Void, Vengeance of Dark Magic",2.37,15-19
712,Lisilsa62,25,Male,92,Final Critic,4.88,20-24
716,Saena89,23,Male,106,Crying Steel Sickle,3.41,20-24
717,Chanilsast61,30,Male,177,"Winterthorn, Defender of Shifting Worlds",2.08,35-39
719,Sundassa93,16,Male,158,"Darkheart, Butcher of the Champion",2.45,15-19
720,Aidai73,19,Male,159,"Oathbreaker, Spellblade of Trials",3.08,15-19
721,Indirrian56,20,Male,156,Soul-Forged Steel Shortsword,1.77,15-19
724,Lisassasta50,25,Male,144,Blood Infused Guardian,1.94,20-24
726,Iduelis31,23,Male,21,Souleater,1.1,20-24
728,Chanosiaya39,44,Male,93,Apocalyptic Battlescythe,1.97,40+
729,Assylla81,20,Male,74,Yearning Crusher,4.18,15-19
730,Aidaira26,30,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,35-39
731,Eudanu84,22,Female,12,Dawne,1.02,20-24
